"logFC" "t" "P.Value" "adj.P.Val" "B"
"Rgl3" 0.553143546116641 1.9799066890712 0.053207379371442 0.130646263348019 -4.77886676499521
"Tox3" -0.351955695293603 -2.05565439258675 0.0450335777485755 0.114385430740735 -4.77891524275378
"Erp27" -0.32177278452941 -1.71796387481591 0.091964355354912 0.197761754735065 -4.77934028716469
"Sftpd" 0.218221230873385 1.72205649972769 0.0912142090834125 0.196541604107494 -4.78003957492019
"Rem2" -0.228048563675139 -2.12980799658992 0.0381110857248888 0.100130952277188 -4.78007850514281
"Commd5" -0.698844955752109 -1.70451738996139 0.0944650088085637 0.202132081691539 -4.78078671171684
"Ppp1r9a" -0.160655253173052 -2.3323986148835 0.0237283706523196 0.0685081090122748 -4.78275579512757
"RGD1310352" 0.144271724804125 2.32702469461606 0.0240364420034134 0.0692348380866719 -4.78280380105601
"Adgrg5" 0.65831382296625 1.70717529049765 0.0939663130527671 0.201172818493047 -4.78316889557758
"Pdha1" 0.159522536067797 2.33612044850711 0.0235170814252174 0.0680210601846218 -4.78436231060319
"Arf6" 0.100657064079612 2.29894377598335 0.0257050578582687 0.0731309583001412 -4.78493853635853
"Epn3" 0.463661310293621 1.83627332216962 0.0722404745755103 0.164626178204283 -4.78525940734606
"Gstt1" 0.350612857240275 1.86927313774912 0.0674217369124837 0.156082591585308 -4.78543212201309
"LOC367975" -0.258323709981284 -1.71722089263735 0.0921010842574619 0.198002452141547 -4.78635446891528
"Chmp7" -0.101353193044226 -2.32840002053585 0.0239572602543126 0.0690441236240963 -4.78642778223349
"Atp8b1" 0.559458445015211 1.68714995211947 0.097777652986244 0.207441389735264 -4.78657104750197
"Nifk" -0.13597768659168 -2.30138213229003 0.0255561790874388 0.0727592483236425 -4.78672661748247
"Pabpc4" 0.121985059630209 2.30845945244559 0.0251284011753831 0.0717588409101739 -4.78679751038221
"Chi3l1" 0.38338761093533 1.98323397797991 0.0528231770327894 0.129774356005633 -4.7881008078938
"Pdcl3" -0.154865535075887 -2.24067010802188 0.0295004994558751 0.0816594688526382 -4.78814104706077
"Gad1" 0.351273396431139 2.33084502075193 0.0238170691666815 0.0686896834969726 -4.78815402349194
"LOC100909675" -0.300856081499069 -1.79102806579874 0.0793167560380821 0.177148150653445 -4.7898995171633
"Rrm2" -0.406972321015894 -1.80549514472585 0.0769934847912014 0.173097136228452 -4.79174040434871
"Spg7" -0.0918470648119889 -2.28887876550823 0.0263278058023161 0.0745441012158132 -4.79479424164194
"Cav3" 0.625231044502744 1.69970880527131 0.0953727843054793 0.203637918515069 -4.7952901465955
"Layn" 0.330928571633384 1.89658167985544 0.063642709905833 0.149501387832634 -4.79543663036227
"Nr2f6" 0.16349498924031 2.2402222282368 0.0295314991931803 0.081716948642505 -4.79549733571728
"Xiap" 0.239606405379067 2.2211570735866 0.0308781244351017 0.0845620672997799 -4.79615828220331
"Zfp870" -0.146257949195278 -2.18758972262602 0.0333814290930621 0.0901213932691647 -4.79732176427839
"Zfp281" -0.124241776687277 -2.29428986107068 0.0259913580554693 0.0738271072194575 -4.7974795682457
"Brca1" -0.266179653519848 -1.91719834875674 0.0609104865350709 0.144532388618082 -4.79779782623524
"Snta1" -0.167363024958312 -2.26803710975806 0.0276601793055035 0.0775983078925126 -4.79829544956739
"Accsl" -0.563501499036986 -1.69538582654336 0.0961950171046851 0.204834058203986 -4.79867579826452
"Fahd1" -0.220551553030151 -2.14111145015961 0.0371421340041289 0.0981503786053175 -4.79919564995346
"Zfp692" -0.215407652884052 -2.25089768242123 0.0288004067890345 0.0800546033096765 -4.79951298508529
"Pinx1" -0.204105933855848 -2.03439363540086 0.0472098451851526 0.11855543603738 -4.79983381157935
"Dmrtc1a" -0.282170068432519 -1.83217293861539 0.0728590446249003 0.165597222262316 -4.80033097277698
"Myom1" 0.494933725361139 1.70979893159731 0.0934761799754451 0.200338359687006 -4.80124003178801
"Mrps28" -0.242351280991715 -2.0075854015784 0.0500833507227347 0.124228180753549 -4.8012445326863
"Prss3" -0.185750279548558 -1.70882484740318 0.0936579054801054 0.200673969222032 -4.80193253695278
"Ccz1b" -0.130145777348989 -2.29686529726366 0.0258325730419429 0.0734544798623195 -4.802822539455
"Nmd3" -0.127893799080307 -2.24618429264993 0.0291211942228065 0.0808056212934835 -4.80345514815431
"Nxt2" -0.239197147297488 -1.95652265232859 0.0559759514349398 0.135456882628361 -4.80396686917405
"Cgm4" -0.601997440618329 -1.69744090374644 0.09580341457674 0.204229705963952 -4.80462700512951
"Ppp1r16a" -0.164644324847127 -2.31089181343567 0.0249828616815675 0.0714454366391388 -4.80467402261056
"Wdr70" -0.114884271563826 -2.25650317382629 0.0284229864616837 0.0791985117443076 -4.8047556474339
"Plekha1" -0.180401080099626 -2.31892000380636 0.0245078184993525 0.0702756964654625 -4.80566680636302
"Phax" -0.173084779051121 -2.2897035493971 0.0262762737918724 0.0744113878670704 -4.80630004659711
"Tnk1" -0.668949592378067 -1.6807444388891 0.0990233228283671 0.209582961198965 -4.80673122954434
"Fyn" 0.0820656132557878 2.32067252951164 0.0244051964199638 0.0700305982874158 -4.80714387747283
"Map2k3" -0.65030265004376 -1.68766775527916 0.0976775225420143 0.207322430279911 -4.80754851960037
"Ac1576" -0.573541172823722 -1.69334084917652 0.0965860038100586 0.205486530088306 -4.80816175148975
"Itgb7" 0.726680555738075 1.68781404947106 0.0976492481263865 0.207307213154933 -4.80829877407194
"Ccdc81" 0.600762080964 1.75194786254593 0.0858877141440146 0.187981864615219 -4.809043163208
"Olr162" 0.194265061781699 1.70422180150236 0.0945206041602268 0.202169773350477 -4.80956971562186
"Hmgn2" -0.210066061923785 -2.30622492559834 0.0252627690527275 0.0720685817882133 -4.80982860913612
"Omd" 0.337508061997951 1.70020616845803 0.095278558524251 0.20351836557969 -4.81066589150615
"Sdcbp2" -0.656908952797773 -1.67942186950511 0.0992821390705916 0.209993062335894 -4.81099182208953
"Gmpr2" -0.115231643267303 -2.223219479551 0.0307298766036379 0.0842447037739903 -4.81117258141994
"Lrrc16a" -0.172162565967606 -2.303330956925 0.02543774259274 0.0724737397793873 -4.81172796074744
"Art4" -0.614855098630796 -1.68781274874252 0.097649499489724 0.207307213154933 -4.8138040632894
"Cinp" -0.157623549884384 -2.26509828301516 0.0278527951085758 0.0780458215081416 -4.81462082688204
"Nsun2" -0.103497374111067 -2.30925310468543 0.0250808303865249 0.0716614386191476 -4.81479844635864
"LOC500594" -0.18468536754894 -1.69945496253642 0.0954209045968842 0.203686195095261 -4.81665070342259
"Als2cr12" 0.582802000662235 1.71888280644447 0.0917954793668045 0.197504986527688 -4.81771870524627
"Rogdi" -0.151191144172987 -2.30979932521575 0.0250481370951911 0.0715808341576785 -4.81794437855202
"Itga10" -0.558282448733942 -1.74339652518168 0.0873844179995973 0.190460631858431 -4.81832627161142
"Hmgcll1" -0.138130579934547 -2.20803027965739 0.0318365976030393 0.0866982651983175 -4.81932594062003
"Sec14l4" 0.619807616758801 1.68549400042032 0.0980984407107919 0.208039043786273 -4.81978067284468
"RGD1563222" -0.661323284316972 -1.67772184090389 0.0996156374476553 0.210446105887235 -4.82103106441429
"Irf7" 0.541248403458267 1.73198371570363 0.0894156624968131 0.193594790457937 -4.8213810734268
"Fgf21" -0.60534833129007 -1.67450817779023 0.100248583352674 0.211419654986641 -4.82155151080636
"Prmt2" -0.162246602549406 -2.28272697967806 0.0267150113545688 0.0753598333017326 -4.82284045918561
"Slc22a20" 0.200869569801181 1.69451902682861 0.0963605841356708 0.205061589560571 -4.82343194295313
"Btnl5" 0.36425309248532 1.69275201979493 0.0966988267478294 0.205699156032515 -4.824032978527
"Niacr1" 0.54215204047666 1.68381895532284 0.0984238076527461 0.208535197612671 -4.82409568830439
"LOC290595" -0.525192324923907 -1.6707305319616 0.100996827059247 0.212547493336408 -4.82555597769964
"Ankrd42" -0.129545155950676 -2.22452473364001 0.0306363791858403 0.0840460984742628 -4.82559017869316
"Tcf4" 0.340922480352977 2.31446650910982 0.0247703351159981 0.070913854691175 -4.82583492917612
"LOC100302465" -0.51309300158063 -1.73347776151663 0.0891475449701801 0.193187290762492 -4.82617934748487
"Dnlz" -0.168300967964507 -2.18455626255601 0.0336162311234074 0.0905520827324872 -4.82622431109061
"Rnase12" -0.618503271898327 -1.678455690032 0.0994715638965485 0.210252998526007 -4.82643807686123
"Epb41l4b" 0.281760345299147 2.03024151792692 0.0476453342886606 0.119405773491585 -4.82757431468664
"Myct1" 0.509016188501017 1.67295705768537 0.100555263307515 0.211870563366897 -4.82861971178181
"Pla2g4a" 0.287868635846463 1.80402979237291 0.0772261763317735 0.17347373890028 -4.82892141602051
"Mitf" 0.239799900421141 1.9659523535154 0.0548449823976168 0.133549790165835 -4.82900907150582
"Inca1" -0.611502864524109 -1.67269690185733 0.100606775404542 0.211951134094344 -4.83177625926386
"Mir3582" 0.61286566044572 1.67122256202555 0.100899111120143 0.212370885129507 -4.83183154611065
"Snrpd1" -0.195953771602061 -2.21945597761086 0.0310008764751765 0.0847838664894832 -4.83379659441316
"Snx20" -0.301915975878423 -1.77030506126709 0.0827467249215404 0.18296627669234 -4.83407277376377
"LOC308990" 0.606369881155034 1.65976815810987 0.103194138696293 0.216147324349567 -4.83452195840699
"Eif2a" -0.147285367392504 -2.25939183153886 0.0282302104626363 0.0787850805448862 -4.83526774970551
"Ccdc94" -0.113406783981184 -2.23499270190222 0.029895598974729 0.0824672344148294 -4.83532685417548
"Ddx41" -0.135491486918071 -2.26066370317374 0.0281457000516863 0.0785904326150338 -4.83755812144074
"Twf2" -0.155859388482471 -2.25415855420762 0.0285803136448141 0.0795536044263614 -4.83767914534425
"Abat" 0.32563079242898 2.27376780327321 0.0272879799516494 0.0767410065516116 -4.83858460765436
"Dppa3" -0.615847181775204 -1.67471946076835 0.100206869003013 0.211359594651845 -4.83886348226366
"RGD1562890" -0.441233860181812 -1.6533283001079 0.10450310598503 0.218145111042477 -4.8388807948675
"Il7" 0.347123418901528 1.68441018519491 0.0983088637603363 0.208346946966 -4.83897663154399
"Cd300a" -0.355820263165762 -1.6979129333819 0.0957136534716193 0.204136323477957 -4.83933349528321
"Dfna5" -0.132918267178338 -2.18950432155519 0.0332339764471955 0.0897693362155425 -4.8400069592318
"Aaed1" 0.255677324999987 1.85494028990742 0.0694801488779514 0.15978232969931 -4.84009001601424
"Tnrc6b" 0.31354539961569 2.30658293168853 0.0252411982243458 0.0720423046371005 -4.84014202899737
"Rgs19" -0.115694686110819 -2.19867227809547 0.0325358354325018 0.0883045121780654 -4.84015258665685
"Ptprk" 0.283149552048932 2.30306141667267 0.0254540942406406 0.0724944588779721 -4.841230117532
"Arpc3" -0.207189255437034 -2.30429666574692 0.0253792347343067 0.0723586858546944 -4.84214703925574
"Tmem5" -0.154150070663468 -2.22840242043977 0.0303600968240441 0.083474584397927 -4.84346064831257
"Oser1" -0.136411268471631 -2.18589649970338 0.0335123125473002 0.0903372922126666 -4.84363722458009
"Nphs2" 0.265712632586966 1.68171776284285 0.0988332056391682 0.209227628638392 -4.84410763535177
"Scg5" -0.201626209999988 -2.30615149878891 0.0252671952454416 0.0720685817882133 -4.84459149479401
"Serpina12" 0.183787231108336 1.68167099450438 0.0988423339249814 0.209227628638392 -4.84497875392267
"Pth2" 0.476769408056503 1.67797637188722 0.0995656470275258 0.210393468965399 -4.8455348527131
"Prcc" -0.11815768833205 -2.29056570908907 0.026222502552556 0.0742986414587947 -4.84558490763732
"LOC360231" 0.266687873769031 1.96151631437304 0.0553745592977825 0.134593049836574 -4.84640045483286
"Mirlet7b" -0.596812236250341 -1.65245925533536 0.104680783889763 0.218430345999689 -4.84649246601595
"Depdc1b" -0.41411092004956 -1.70198115353781 0.0949429123472014 0.202964306194439 -4.8473042101112
"Atoh7" -0.623301118065008 -1.65416681677463 0.10433190352486 0.217958682285256 -4.84771033259856
"Mug1" 0.157124887041161 1.67993864401515 0.0991809443302147 0.209833134606412 -4.84807163917096
"Cyp3a18" -0.133117006206559 -1.67830312055841 0.0995015031200841 0.210288446707864 -4.84940652720713
"Nmrk1" -0.292671494127832 -1.90101125081482 0.0630470420912936 0.148495311969892 -4.84951804696273
"Ahi1" -0.267051442004317 -2.30184339848538 0.0255281021218 0.0726922722508959 -4.85089493925645
"Per3" 0.269664564259959 2.20399744907817 0.0321362906543575 0.0873654112120251 -4.85270056183364
"Rasgrp4" 0.629491553587877 1.64624592273023 0.105958320998942 0.220376195367558 -4.85380730888437
"Pla2g1b" -0.549138982070896 -1.66897549062184 0.101346006570715 0.212989304390651 -4.85415588529533
"Tmcc3" 0.150589925349037 2.25473801752827 0.028541359161665 0.0794590244861627 -4.8547225501701
"Phf10" -0.102103899870313 -2.23358415176639 0.0299943446948627 0.0826824944643987 -4.85665315272083
"Dab1" 0.290599859388173 2.25930649980666 0.0282358884434226 0.0787871575315421 -4.85726795883803
"Cercam" -0.328499159114016 -1.84155084345704 0.0714508502857715 0.163372898747043 -4.85838387596349
"Mpzl3" -0.370263440021548 -1.69002468283967 0.0972228164324803 0.206621127975815 -4.85846078189728
"Mir2985" -0.142203358024542 -2.24397114718679 0.0292729078760318 0.0811560878250611 -4.85862126129002
"Fitm1" 0.473900242139168 1.6682337265201 0.101493883916347 0.213201240760346 -4.85897527425294
"Ttpa" 0.332878818910939 1.82391850059554 0.0741178273699039 0.167646966752124 -4.85926236574643
"Dnajc6" -0.139073238275756 -2.30384920855336 0.0254063291809753 0.0724134672044343 -4.86041320151501
"Gzmm" 0.345621165030687 1.90911095944427 0.0619701035315997 0.146412277451711 -4.86061892146691
"Atic" 0.123644103093604 2.26344222118687 0.0279618601837014 0.0782412730460009 -4.86069682799178
"Mirlet7c-1" 0.555873415457201 1.65464183206166 0.104235020085306 0.217853149490584 -4.8609265098043
"Mir330" -0.618975852671579 -1.6540480958683 0.104356129175232 0.217980775251703 -4.86176343341977
"Tmem127" 0.0997067423452329 2.29327388694927 0.0260542352188247 0.0739530896212962 -4.86295488115135
"Pthlh" 0.597861467833971 1.63607172454954 0.108077740240678 0.223909371290008 -4.86314213639322
"Dnaaf3" -0.661361693015319 -1.73702984584728 0.0885127747678073 0.19217681852714 -4.86439412524499
"Tpsg1" 0.170137263047155 1.66855095380453 0.101430620157632 0.213096378541932 -4.86489617664547
"Cyp2a3" -0.57207349296905 -1.66204816130446 0.102733935213368 0.215324611027993 -4.86521038225269
"Polg" 0.121105233394662 2.27136140829709 0.0274437259462953 0.0770886296633932 -4.86541194095648
"P2rx6" 0.648160802057153 1.68250573387801 0.0986795129503402 0.208978023949002 -4.86626013197093
"Pdzrn4" -0.366321065980091 -1.93938436592609 0.0580827234984706 0.139276945346504 -4.86635561739366
"Cdcp1" -0.656574435266752 -1.64945685672136 0.105296532241869 0.219526898988856 -4.86694568002336
"Mto1" -0.0983080648138035 -2.22119462662989 0.0308754194417304 0.0845620672997799 -4.86727839262293
"Pspc1" -0.103399673602872 -2.27604502601709 0.0271413181292971 0.0764139120604275 -4.86763065635573
"Eps8l1" -0.70120669026799 -1.64648809025205 0.10590829093535 0.220358240774801 -4.86820985552838
"Mbd2" 0.152825597704238 2.22813649154467 0.0303789734134942 0.0834977326058674 -4.86862792887474
"Vps37d" -0.184736319668723 -2.18725565190181 0.0334072165059145 0.0901452923931986 -4.86863618638971
"Crb1" 0.46671409388377 1.69949830284559 0.0954126872724029 0.203686195095261 -4.86979212891794
"Naf1" -0.180375013784275 -2.08702449800875 0.0419817866298974 0.108147628761547 -4.8701332795967
"Ndst2" -0.55439662010185 -1.64054881115389 0.107140882910893 0.222256788672908 -4.87069730090086
"LOC683897" -0.164347028884508 -2.17478886212684 0.0343821803217281 0.0920759747706986 -4.8712294620889
"Mir6328" 0.426316314000607 1.65803341122354 0.103545415631341 0.216674403769416 -4.87126763765326
"Trex1" -0.365796510205018 -2.13473955491464 0.0376856537782621 0.0992090677852073 -4.8717180594482
"Tasp1" -0.151090260783675 -2.20449747938664 0.03209899699185 0.0872788835284952 -4.87196666186674
"Fam122b" -0.401278984092668 -1.65964015763863 0.103220024712874 0.216173190116705 -4.87222678896734
"Ust" 0.298699466149427 2.10051017225689 0.0407262645161921 0.105491925070409 -4.87272149419376
"Padi2" -0.398459673381454 -2.03372270480337 0.04727998038826 0.118694231539086 -4.87353798068761
"Rabggtb" -0.15026152956977 -2.28159688318598 0.0267866900767516 0.0755270047946056 -4.87362468246796
"Gpkow" -0.0900977122027573 -2.26351265500961 0.0279572138369325 0.0782412730460009 -4.87362493490618
"Sptbn1" 0.220123942606197 2.2997709654183 0.0256544657645474 0.0730000291863966 -4.87372614249304
"Chrna6" 0.830773361665453 1.65445419429341 0.104273281617533 0.217869137437114 -4.87377526303371
"Pla2g3" 0.689578379865434 1.69993269998101 0.0953303577974587 0.203601776603934 -4.87411985333556
"Cidea" 0.579384312453969 1.63412187843386 0.108487839977309 0.224584173787614 -4.87419345831567
"Sod1" 0.207477096839832 2.28846613984824 0.0263536201494684 0.0746039638657792 -4.87555290662676
"Pla2g2f" -0.43499834087071 -1.65484720707785 0.104193154888814 0.217811296036061 -4.87577788288536
"Mir138-1" -0.550424466100409 -1.63551197562659 0.108195339416606 0.224094860589336 -4.87608086914724
"Cldn6" -0.447238154381806 -1.64942980926691 0.105302092708743 0.219526898988856 -4.87732192208531
"Txndc12" -0.156805459416499 -2.24701211803613 0.0290646251991582 0.0807047469666767 -4.87767107624302
"Slc34a2" 0.626413575056193 1.64497934180679 0.106220302116889 0.220806040680109 -4.87940975021312
"Trpm2" 0.222065259309313 2.19830989024702 0.0325631837916058 0.0883304708626045 -4.88102707659638
"Adamts18" -0.414288954171965 -1.85680755413489 0.0692090055761679 0.159219619641132 -4.88176670792372
"Tdh" -0.751776860756556 -1.63225532827443 0.108881607851919 0.225194974198587 -4.88205491924398
"Nab1" -0.15632286377905 -2.25741800260938 0.0283618089051419 0.0790556338638873 -4.88209522730294
"Mtm1" -0.117518376661309 -2.25598428442756 0.0284577382878107 0.0792815112906575 -4.88212025081314
"Mir466c" -0.481545520634187 -1.64942769907502 0.105302526536079 0.219526898988856 -4.88230378874303
"Trip11" 0.170197859667844 2.27371889422726 0.0272911375919971 0.0767410065516116 -4.88324789493349
"Plekhn1" -0.389027085128464 -1.95047083457503 0.0567122799609311 0.136700135652243 -4.88375690639255
"Atg4c" -0.14129330559385 -2.18942879278646 0.0332397823935439 0.0897693362155425 -4.88444584319092
"Nrbp2" -0.169564654261521 -2.28806781173897 0.0263785613909954 0.0746613340752935 -4.88498900461119
"Pappa" 0.604221045424319 1.64730403862773 0.105739863921127 0.220120148931417 -4.88514330091602
"Spryd4" -0.213554091549239 -2.11573633816315 0.0393482142886636 0.102722189631465 -4.88555564352119
"Cd2ap" 0.201687422486243 2.16108494420181 0.0354827036394985 0.0946422739968517 -4.88616820782934
"Yaf2" -0.119270257612246 -2.26114174610913 0.0281139942603975 0.0785431025794765 -4.88646591201769
"Clk3" -0.124305892914628 -2.2527313683369 0.0286764575604171 0.0797787944505435 -4.88674735325045
"Svop" -0.125983810740081 -2.284790384312 0.0265845756505702 0.0751247976423867 -4.8870798395901
"Lysmd3" -0.197469783468927 -1.95493644759559 0.0561681485936497 0.135700553119014 -4.88740892604135
"Fuom" -0.242335777716026 -1.95819392182333 0.0557740577769342 0.135132159146346 -4.88797430315725
"Vav3" -0.244532506052744 -2.07987393218741 0.042661095859901 0.10970290495761 -4.88797691002508
"Pdgfc" 0.237876890189872 1.86344160933895 0.0682529114207772 0.157595538241526 -4.88848956355919
"Tnfsf14" 0.158464824681799 1.65344337181178 0.104479597855112 0.218145111042477 -4.88883051813243
"Stk25" -0.108096610541531 -2.28798447076033 0.0263837824276599 0.0746628781831119 -4.88970798748824
"Bcl7b" -0.128354223350499 -2.20212866069529 0.0322760089210129 0.0876855369955181 -4.88976357707467
"Krt83" -0.404335481746752 -1.64874432275159 0.105443096464475 0.219683479320555 -4.88994306692781
"Adora1" -0.163563898179464 -2.24953483171284 0.0288928371378538 0.080269609647597 -4.88997924469582
"Car1" -0.592625495043194 -1.63250049257915 0.108829821596038 0.225117023454291 -4.89010266241077
"Irak3" -0.251409862311929 -1.82551592607414 0.0738728047243129 0.167211172025876 -4.89046784305834
"Abca5" 0.198605333081382 2.24370770809342 0.029291013498037 0.0811921879101117 -4.89172878751462
"Lag3" 0.505313749543473 1.62997423940029 0.10936440713176 0.225930170438172 -4.89296455384088
"LOC104940696" -0.332814813532532 -1.93000700695853 0.0592639289409684 0.141483881186773 -4.89354696029012
"Cblb" -0.301004051603817 -2.11026388037943 0.0398387355445061 0.103680698811965 -4.89420293397107
"Cacna1s" -0.63117363896693 -1.64108903931242 0.107028286306596 0.222084171130132 -4.89537627475044
"Harbi1" -0.215186048105138 -1.95243697474433 0.0564721530833703 0.136306501298117 -4.89689593242347
"Psmb5" -0.210703753341555 -2.27291086349992 0.0273433522706745 0.076860762614047 -4.8979591318775
"Mpz" 0.345547317608761 1.64472462909876 0.106273051038 0.220858192611377 -4.89995567221732
"Prdm4" -0.109930994658329 -2.23740848746879 0.0297269115493036 0.0821295935174444 -4.90011444099427
"Map2k1" -0.162520698951749 -2.27613051122203 0.0271358262274005 0.0764139120604275 -4.90070118085914
"Mfsd6" -0.181806357887498 -2.26797791973146 0.0276640470181022 0.0775983078925126 -4.90085153088874
"Mir24-1" -0.460256463135735 -1.63494374542158 0.10831482712717 0.224313250472543 -4.90152576928849
"Lzts3" 0.188370737930881 2.25750957988638 0.0283556912750765 0.0790523802324888 -4.90272852238673
"Gimap8" 0.277826127361212 1.79963002075858 0.0779283899893266 0.174737332921857 -4.90298070779024
"Fbxl3-ps1" -0.200466209805866 -1.89142158082525 0.0643426474468792 0.150536977977805 -4.90389528719175
"Tpd52" -0.251946542440299 -2.26096589384066 0.0281256538245235 0.0785619321189114 -4.9040056697693
"Rpe65" 0.465361255324421 1.75177686558656 0.0859174326287313 0.187981864615219 -4.90438065266949
"Gdf9" -0.563691057532291 -1.62349998675593 0.110744204086785 0.228249121716814 -4.90540358941481
"Orm1" 0.185871760671187 1.64216019633297 0.106805316865285 0.221820016259817 -4.90582603467789
"Hpd" 0.517372183156993 1.68636175634832 0.0979302328976464 0.207709906912275 -4.90767430226172
"Tmem63c" -0.190399868425026 -2.26292393532038 0.0279960713223301 0.0782958428977738 -4.90798238849507
"Slc4a1" 0.351991468780438 1.84226453679978 0.0713446285649487 0.163294019428646 -4.90892010025046
"Efna5" -0.559827844160102 -1.68510281791807 0.0981743461311234 0.208144733585755 -4.90968536719557
"Smim11" -0.205484035349055 -2.05272118054962 0.0453285468156161 0.114915314192503 -4.91031287266271
"Chchd4" -0.190908797757583 -2.0691437529621 0.0436984283955629 0.11175852066764 -4.91074565856018
"Dnajc28" -0.193760750815771 -2.0146201104117 0.0493150639252058 0.122780208266544 -4.91079501048343
"Plekhf1" 0.337835045389474 1.75986951900868 0.084520317483675 0.185807399490199 -4.91163717676667
"LOC498316" -0.603986516215917 -1.61600812210596 0.11235851207227 0.230772100229206 -4.91237651496123
"Mepe" 0.610608323065968 1.67706806215165 0.0997441354904687 0.21060612186266 -4.91238839671036
"Kif28p" -0.297791828238687 -1.6156256190791 0.112441442004269 0.230883038108033 -4.91373637844945
"St14" -0.277857903497998 -1.69629491631607 0.0960216242635775 0.204585632803878 -4.91375703785839
"Akip1" 0.211178351242571 1.96747836140802 0.0546638150176263 0.133316680831753 -4.91426277067849
"Ttll10" 0.702081397054194 1.62824805813761 0.109730916222673 0.226570080315472 -4.91499994018445
"Drd2" -0.550482367371031 -1.8594096320398 0.0688326541725859 0.158658870450639 -4.91561356237374
"Car2" -0.230513506665539 -2.21976740517427 0.0309783714784694 0.0847368301027198 -4.91655756112818
"Pzp" -0.605153999088581 -1.62211983189787 0.111040167050918 0.22868202574621 -4.91665222656879
"Polr2j" -0.236614679325902 -2.19045305201962 0.0331611230037197 0.0896782342500254 -4.91715294517526
"Trappc2l" -0.1909977778144 -2.23432232807326 0.0299425592525831 0.0825696106290723 -4.91715723720938
"Usp19" 0.111076391556082 2.26859281392821 0.027623890793734 0.0775381363623307 -4.91756147359728
"Ndel1" -0.113836000007991 -2.26467295852254 0.0278807700581635 0.0780827809643655 -4.91781145321278
"Maf1" -0.126207632609647 -2.26406576429846 0.0279207503939281 0.078167332230126 -4.91889867232502
"Serp2" -0.199687627165996 -2.25674519226772 0.0284067905264732 0.0791671968441973 -4.9189547374964
"Rnf4" -0.117026726595133 -2.25120912444998 0.0287793212199216 0.0800099200140892 -4.91921621307718
"Mkrn2" -0.0997123340658788 -2.24657804114788 0.0290942754619757 0.0807589926737857 -4.91954940142035
"Gc" -0.25429877301863 -1.63011626915255 0.109334295297353 0.225897187424431 -4.92107982224262
"Zfp64" -0.166209908513015 -2.11191010684973 0.039690617768127 0.103379460958933 -4.92180850503707
"Nrk" 0.690979052426908 1.6207235645472 0.111340239351946 0.229211329407145 -4.92220620143587
"Tmem128" -0.164342838489194 -2.18996297999737 0.0331987382607996 0.0897191828205634 -4.9225931102413
"Stat4" 0.725917188169055 1.61191036213628 0.113249530306414 0.232272972984224 -4.92293260739872
"Mir762" 0.403729267506383 1.62725610371716 0.109941983613047 0.226947199627295 -4.92304432835264
"Ctsd" 0.122932709293774 2.27070740404404 0.0274861904928736 0.0771807589204675 -4.92332495720403
"Ccdc25" -0.146379702910679 -2.24251250773864 0.029373281841383 0.0813355189396646 -4.92409977734572
"Asf1b" 0.352185861021875 1.64267652392768 0.106697974878843 0.221654736677539 -4.92439061025844
"Riok3" -0.130355734033294 -2.24904853527533 0.0289258820254643 0.0803474360870828 -4.92477939657091
"Scgb1c1" -0.600869649116721 -1.60525873974344 0.114708061728536 0.234375689593418 -4.92578946382443
"Bpifc" -0.46097330014994 -1.62556642851393 0.110302272317478 0.227613261429284 -4.92658908487662
"Pcdhb9" -0.110779555142076 -2.13759560527633 0.0374411779049327 0.0987119316433663 -4.92677708133437
"Flrt1" -0.298595031898015 -2.2268726658088 0.0304688263345195 0.0836870807939357 -4.9273245697411
"Nop2" -0.172820747378898 -2.15902072930622 0.0356511303124471 0.0950280253646249 -4.92806638224677
"Wibg" -0.165214928406978 -2.14409202906601 0.0368902602335943 0.0976301898691195 -4.92954230713679
"LOC104968332" -0.267236118476657 -1.70309186752529 0.0947333752839923 0.202570603897974 -4.93068352667671
"RT1-M1-2" -0.519180381180695 -1.60267264559477 0.115279220881286 0.235167843415082 -4.93219200419968
"Echdc3" 0.586528496482659 1.59661882946295 0.116625263829017 0.237126157128289 -4.93236192536588
"Grm5" -0.228725484614628 -2.26714295086126 0.0277186584244769 0.0777241890044726 -4.93269245168099
"Tmem97" -0.179960975506842 -2.17584479716717 0.0342986409637507 0.091913911319036 -4.9334235865602
"Mphosph10" -0.16985012478173 -2.14939878765544 0.0364455196819702 0.0966453842247397 -4.93456824678442
"Naa20" -0.188014649518641 -2.22109343642514 0.0308827087790291 0.0845620672997799 -4.9348802329436
"Peg12" 0.391001374971261 1.62430623561636 0.110571607679823 0.228011105764346 -4.93518958153945
"Tas2r137" 0.602830717920436 1.60740624209426 0.114235513917098 0.233723544842463 -4.93656953528207
"Gng3" -0.17333804644024 -2.26082343350429 0.0281351025443304 0.0785745807153571 -4.93673595637582
"Ccnb1" -0.218674274811667 -1.89039988996551 0.0644820074340966 0.150776670675645 -4.93752458922758
"Ebna1bp2" -0.660475489557609 -1.59166639818504 0.117735849920226 0.238777400634496 -4.9378188740839
"P2rx2" -0.518263324371009 -1.8268692200689 0.0736657624434909 0.166931823536272 -4.93783951658644
"Wdfy2" 0.164724144844019 2.18637688247631 0.033475133854021 0.0902827921828848 -4.93901014992835
"Piwil2" -0.246563347399845 -1.80987947750489 0.0763007844146642 0.171684828282059 -4.93903763582253
