"logFC" "t" "P.Value" "adj.P.Val" "B"
"Abhd14a" -0.210640185001671 -3.04715469466158 0.00367752285824716 0.0150619036992431 -2.82263861706432
"Sub1" -0.289267757457913 -3.14479372896446 0.00279094847969755 0.0119359015190922 -2.82364672935701
"Mir411" -0.951165363649335 -2.70725839557828 0.00924783471624039 0.0320552794841855 -2.82459550281236
"Slc25a33" 0.229005551096713 3.10611705895225 0.0031149508221727 0.0131143289425984 -2.82476774889283
"Psmc3" -0.156872024934107 -3.1350182826195 0.00286970676934706 0.0122334082754146 -2.82739277111398
"Ebi3" -0.586262929472385 -2.77258228896289 0.00778307922531154 0.0280054060723299 -2.82850188046956
"Hic1" 1.01634479791633 2.70411922361068 0.00932423189742066 0.0322640648255494 -2.82883125279739
"Ap4s1" -0.206548956254529 -3.03535984921216 0.0038009231667442 0.0154878647741103 -2.82937393319074
"Mien1" -0.271328901073661 -3.08874788292261 0.00327166745595879 0.0136268277527924 -2.83206250690264
"Mir137" -0.888578405336956 -2.71015178284737 0.00917792905017061 0.031889109878628 -2.83426715592576
"Mtf1" -0.226057566709477 -2.98571389708211 0.00436403129366133 0.0173788567901441 -2.83651104489527
"Synj2" -0.2779453590561 -3.12656315086372 0.00293950812258358 0.0124879048028047 -2.8372771282419
"Xylt2" 0.1601422620877 3.1089549237269 0.00309002542621231 0.0130300015926021 -2.83951880341181
"Clec12a" 0.886623960822639 2.70119737766864 0.0093958607418482 0.0324275989164845 -2.84518930938713
"Agtr2" 0.97578871975391 2.70833867877857 0.00922167749125873 0.0319834146903276 -2.84523670028134
"Casq2" 0.971786860868363 2.69981367339623 0.0094299582395437 0.0325171675938833 -2.84567456476069
"Slfn13" 0.472721904400742 2.81896774690702 0.00687636960809663 0.0252433899475161 -2.84610689756211
"Kcng2" -0.463674572688244 -2.84096460163074 0.00648147406166352 0.0240703858815592 -2.84674055681441
"Fras1" -0.602476547646245 -3.11796230763012 0.0030121472415311 0.0127588804509311 -2.84760357960654
"Dusp7" -0.235593827193601 -3.11395980947712 0.00304652259298233 0.0128771623312162 -2.84961939467383
"Gpm6b" 0.231812649409823 3.1394085848875 0.00283408017056688 0.0120976814337831 -2.85032054172365
"Slc16a13" 0.290697041149476 2.97820699842352 0.00445566885190769 0.017673267733759 -2.85122391600625
"Polr2h" -1.32006982075331 -2.69511924446384 0.00954648798064234 0.0328339148315481 -2.85157991782304
"LOC100233176" -0.172437798411756 -3.13068484433816 0.00290528448996016 0.0123685651879962 -2.85229396052255
"Leprot" 0.215221556005891 3.10209393560718 0.00315061018232075 0.0132330599688269 -2.85401689354385
"Tmem161a" -0.246892960457397 -3.05784064483908 0.00356897249007874 0.0146737697461554 -2.85455786019487
"Tmprss3" -1.02419659301625 -2.69664386465814 0.00950849813642551 0.0327243980044351 -2.8547682830771
"Vwa5a" 0.492217686097002 2.70505919394365 0.00930129548303286 0.0321986532773795 -2.85485083631607
"Ezh2" -0.346489709267835 -2.90723280826709 0.00541524214680788 0.0207326784565752 -2.85502403734627
"Fam118a" -0.251894009762231 -3.03738336741782 0.00377948090777391 0.015404423332374 -2.85903076993585
"Txnl4b" -0.21338864511076 -3.01688701370773 0.00400200207842994 0.0161506118752711 -2.8603176373073
"Pddc1" -0.851147312215916 -2.69100143941407 0.00964979141731194 0.0331606453933838 -2.86033702393607
"P2rx5" -0.918711019363415 -2.70382866477792 0.00933133239350758 0.0322746473883306 -2.86065539416452
"Sgca" 0.659044365021553 2.76905104098742 0.00785643954642579 0.028212653606388 -2.86170751664259
"Ifna2" 0.299556324011838 2.70065874487731 0.00940912034442965 0.0324593309095263 -2.86622598832831
"Shc2" -0.378962454182839 -3.1082809587739 0.0030959279477118 0.0130480003687014 -2.86742553349079
"Coro6" 0.496791923162871 2.86820208902368 0.00602162160420645 0.0226310368080896 -2.86812565574992
"Ndufa10l1" -0.443814315267484 -2.74897593135018 0.00828575250031485 0.0294229890321387 -2.87132666485648
"Etaa1" -0.461431718909251 -2.76904447575555 0.00785657652874991 0.028212653606388 -2.87134104193219
"Adam19" -0.317155648160923 -3.09523130640744 0.00321232358199232 0.0134392442443897 -2.8730858016838
"Gins1" -0.617466382143111 -2.72178293180618 0.00890178847472517 0.031098809921874 -2.87347364805948
"Nyap1" -0.209805999592946 -3.08242169057543 0.00333056231696824 0.0138396434139125 -2.87409215247617
"Tm9sf4" 0.132204394331695 3.11758915918935 0.00301533655014725 0.0127656175422326 -2.87501021621297
"Fbxo3" 0.18733212484403 3.11760832773028 0.00301517263890807 0.0127656175422326 -2.8785010149255
"Hmox2" -0.198742842223016 -3.11169768596992 0.00306611341023144 0.0129462625721803 -2.87904302624317
"Rae1" -0.158375480098527 -3.07911112972534 0.00336177751885955 0.0139439545970567 -2.88050884440129
"Fbxo33" -0.143753978308591 -3.06613278643898 0.00348681517841216 0.0143655705841238 -2.88248943357766
"Trip6" 0.272100078940004 2.91399424972021 0.00531615055307855 0.0204120240880287 -2.88528003325783
"Arl6ip1" -0.197904899177944 -3.12379749232674 0.00296268421247075 0.0125827404757833 -2.88620751840604
"Tceb3" 0.123091191790496 3.10158206012456 0.00315517462529919 0.0132452638252899 -2.88694006297202
"Tsr2" -0.224673589807463 -3.03175361498387 0.00383941919535739 0.0156208114982579 -2.88701621052721
"Kdelr1" 0.129804952194119 3.10587960320131 0.0031170449683253 0.0131196866365806 -2.88996845623006
"Vil1" 0.901914365979246 2.67955904046028 0.00994225864670976 0.0339828613718553 -2.8900121489032
"Zdhhc14" -0.204633972134154 -3.0812843164095 0.00334125581007047 0.0138804667094213 -2.89032398598451
"Dlgap3" 0.267986429105981 3.12008409626586 0.00299407242091914 0.0126957892962448 -2.89207573365171
"Gskip" -0.264148418329748 -3.01733437423048 0.00399701714726988 0.016134571998168 -2.89242758205352
"Frmd4a" -0.331610713114378 -3.085253722091 0.00330407510611971 0.0137438852226167 -2.89291904349407
"Poli" -0.320171495727651 -2.85575052360265 0.00622795302719184 0.0232968334249769 -2.89456590287166
"Stx7" -0.247272956423727 -3.11438377219101 0.00304286402758084 0.0128657405392007 -2.89490957778669
"S1pr4" 0.991156608956057 2.68112289513978 0.00990181238096496 0.0338881358576145 -2.89509608622798
"Dpf2" 0.148437829655592 3.0807049520019 0.00334671531444115 0.0138995310419534 -2.89517918667748
"Tmem26" 0.760975648717754 2.67482387014082 0.0100656512846091 0.0342947108207421 -2.8961731158137
"Hormad2" 0.752879262009264 2.68315470077396 0.00984948890661772 0.033737985489013 -2.89672221565222
"Cyp2d4" 0.399177625826338 2.90409051611258 0.00546187581399757 0.0208761835504373 -2.89735391519812
"Amph" -0.158290067487632 -3.1172461449993 0.00301827109866122 0.0127746544326851 -2.89758597469312
"Slc38a7" -0.297170765396447 -2.9828091614923 0.00439927904961868 0.0174974065114223 -2.89808791813719
"Spdl1" -0.419654443287705 -2.75727192804565 0.00810578352285169 0.0289642553314877 -2.90027657681439
"Rsad2" 0.554413859504611 2.77061719772505 0.00782382486804852 0.0281140097474948 -2.90060750762386
"P2ry10" 0.581571391051116 2.68455232837683 0.009813644336236 0.0336386184985265 -2.90260814132136
"Gfra3" 0.933929107754123 2.67470696717225 0.0100687153205485 0.0342947108207421 -2.90338009906774
"Syce1" -0.95843921881266 -2.67458976575957 0.0100717880374264 0.0342947108207421 -2.90763275719124
"Padi3" -1.21089588152176 -2.67077379556086 0.0101723039370641 0.034576739372281 -2.90792154130588
"RGD1566320" -0.330107893185109 -3.04037587605586 0.0037479781428123 0.0152916359127669 -2.90999995398758
"Rfx5" 0.198453773514064 3.05554626161386 0.00359202319816767 0.0147419733876997 -2.91220158175773
"Snrnp27" -0.230053016353462 -3.05272599162252 0.00362054833716204 0.0148475953765128 -2.91306422220363
"Ndufa1" -0.768092430678011 -2.67221114999391 0.0101343353059318 0.034469691267396 -2.91390804008518
"Kcne2" -0.48990149442562 -2.7388163160236 0.0085111633415467 0.0299848753149756 -2.91457106881231
"Mum1l1" -0.364744993885345 -2.82458524669223 0.00677345814646002 0.0249401321514457 -2.91524347013692
"Spink4" 0.765745959261859 2.67518370783502 0.0100562252771926 0.0342916637735403 -2.91695635629709
"Tnnc1" -0.467912926645999 -2.72924781002358 0.00872860973757876 0.0305941986170753 -2.91724171356941
"Camk2n2" 0.257213546688359 3.0417827503027 0.00373325277489439 0.0152354494153561 -2.91942525995055
"Hiat1" -0.427589428002113 -2.75686890695933 0.00811444249924896 0.0289887096802028 -2.92026078818723
"Zic3" 0.870049756747157 2.69678923320011 0.00950488316438949 0.0327190082457719 -2.92178043957821
"RGD1304694" -0.144372603873577 -3.10535087882365 0.00312171259111185 0.0131324100019666 -2.92380954297557
"Ace2" 0.50883450868131 2.76060614470957 0.00803447340125848 0.0287738295009412 -2.92514003904871
"Extl3" 0.169434797867525 3.09803369153101 0.00318698683827313 0.0133647565179579 -2.9255342060815
"Ythdf2" -0.105182277805961 -3.08969730619062 0.00326291340353232 0.0135993394357732 -2.92571280677235
"Ly49s7" 0.414872763824971 2.67373778717682 0.0100941505667328 0.0343549638534008 -2.92719210741834
"Arhgap9" -0.413488877219648 -2.74777768998501 0.00831204873290051 0.0294639525451028 -2.92850426905211
"Gabrg3" -0.465059344429745 -2.91796304049927 0.00525877455625996 0.0202257637015692 -2.92889384425923
"Zcrb1" -0.251863130908121 -3.04232568662801 0.00372758450560563 0.0152239889948891 -2.92969527181321
"Cd300e" 0.76422151694278 2.67893848729668 0.00995835009307457 0.0340232975259537 -2.92987926668145
"Aldh18a1" -0.635741557141524 -2.67391519574604 0.0100894902388556 0.0343464228574474 -2.93035321702051
"Aff4" 0.194307670445547 3.10845082276379 0.00309443929779495 0.0130451692572565 -2.93094516968407
"Lsm6" -0.254241871347608 -2.97112505355511 0.00454376220345522 0.0179026248771222 -2.931350423693
"Sel1l" 0.182257266680379 3.10446201707074 0.00312957432901663 0.013155086196385 -2.9321107989477
"Zmym6" -0.222256070028084 -3.044597412723 0.00370395489299045 0.0151429738059817 -2.93726857587296
"Tgif2" 0.469634896071761 2.70193858047463 0.00937764250787049 0.0323857208495207 -2.93820023526644
"Suv39h2" -0.238776078703214 -2.97584720945372 0.00448484401074199 0.0177361253114262 -2.94038102417188
"Ifnlr1" -0.835219208070951 -2.65898019707397 0.0104887994257301 0.0354638234235622 -2.94050179226926
"Lcmt2" -0.264282521294171 -2.83208075722554 0.00663836133727165 0.0245218580140853 -2.94090507842525
"Tap2" 0.706164513663063 2.66387168786735 0.0103564508878959 0.0350906353127115 -2.94200739056922
"Samd15" -0.380885850339706 -2.82731473185336 0.00672397080578891 0.0247807730896938 -2.94339323383127
"Cyp27b1" -1.09355858974119 -2.65512135857438 0.0105942990773553 0.0357448472356405 -2.94370264671064
"Slc2a8" -0.205534262530409 -3.0789440827635 0.00336335984903036 0.0139468952036265 -2.94399350206029
"Pdcd6ip" 0.12337461254599 3.09462567157335 0.00321782399255389 0.0134528073635331 -2.94418167979295
"Has1" 0.897918790300872 2.65478548334286 0.0106035276513033 0.0357684269251504 -2.94603978275779
"Sgsm3" -0.153801481629591 -3.09294936904757 0.00323309439039728 0.0134991291200854 -2.94695958894012
"Riok2" -0.173015633098796 -3.02616303741347 0.00389981960744722 0.0157981276791792 -2.94780664438875
"Cd1d1" 0.583349093749375 2.68027224320255 0.00992379418714037 0.0339351687020051 -2.94822262578645
"Cldn15" -0.793092685890782 -2.64868268721357 0.0107724967164748 0.036193141187752 -2.94851054182707
"RGD1309779" -0.379505125473102 -2.81448667530017 0.00695949719496182 0.0255075076213783 -2.94893226016936
"RGD1311899" -0.193139544414795 -3.09942478091097 0.00317447958513718 0.0133193022845653 -2.95001333695753
"Gp9" 0.578629307277923 2.66291876798167 0.0103821132788751 0.0351552092770051 -2.95046990400739
"Slc25a28" -0.204030318741532 -3.04644275877661 0.00368486362397275 0.0150803657640238 -2.95050460312763
"Tgoln2" 0.203511211903216 3.09139041989315 0.00324735675049385 0.0135503109351022 -2.95075912744136
"Ntn4" -0.382294964504789 -2.8904296864254 0.0056689833388307 0.0215081955186 -2.95131945786213
"Eefsec" -0.18245451024167 -3.02120832161296 0.00395409199258992 0.0159855430454857 -2.95146483344088
"Msto1" -0.263244260340558 -2.97677905248773 0.00447330197296102 0.0177080216178023 -2.95166027663734
"Msc" 0.962975736415244 2.65369567503071 0.0106335221679354 0.0358461397582848 -2.95211224995987
"Gnpnat1" -0.252186161889703 -2.92932200585238 0.00509772868358369 0.0196964987534836 -2.95477056949642
"Fam216a" -0.207522139953509 -3.06879703193911 0.00346079670450839 0.0142694197196733 -2.95579458474582
"Arpc5" -0.218661240618262 -3.09212442021795 0.00324063426240364 0.0135257941809524 -2.9567843904478
"Mir433" -0.69638449392005 -2.68500804068716 0.00980198271424962 0.033618527054092 -2.96170218286084
"Slc16a4" 0.768795911143717 2.700014405825 0.00942500471475989 0.0325071058941686 -2.96388195816183
"Mir92b" -0.893861688945829 -2.65191612650841 0.0106826673175602 0.0359616071397958 -2.96458593040429
"Bola1" -0.306607968467388 -2.92091955670958 0.00521640780412515 0.0200870065647636 -2.96490342586685
"Myo16" -0.273719695986607 -3.07180740899439 0.00343161699670825 0.0141747262856788 -2.96493925213115
"Ndufaf3" -0.213934010432535 -3.05579240757135 0.00358954361107148 0.014735584042468 -2.9650448447497
"Chia" 0.855368457171789 2.64794720542795 0.0107930257256773 0.0362468617903976 -2.96587915475825
"Gcfc2" -0.321795384268239 -2.86987847230901 0.00599433225595706 0.0225643673519623 -2.9664850352232
"Mamdc4" -0.500507801619765 -2.70617826227809 0.00927405647186926 0.0321252511495185 -2.96717528973971
"RGD1311747" -0.242308571426825 -3.04378814852944 0.00371235641815495 0.0151734373282612 -2.96839748466073
"Vom2r37" -0.770476395655629 -2.65278987628312 0.0106585113508692 0.0358932449941018 -2.96895319050437
"Tcf7l1" 0.653092495892346 2.65911974190391 0.0104850024014424 0.035458492873493 -2.96960913644163
"Cilp2" -0.474122705279486 -2.78620355748414 0.0075059852135065 0.0271613591376581 -2.9714091452807
"Tmem42" -0.224139627242648 -3.00516313075105 0.00413473184263771 0.0165856651080336 -2.97186203791982
"Smim12" -0.24161086776494 -2.98834958842823 0.00433227659398901 0.0172610092139248 -2.97236257363221
"Zfp354a" -0.301122183167851 -2.96174017506074 0.00466300649626965 0.0182912185553746 -2.97260234007565
"Cmklr1" 0.435149145790454 2.72488372505476 0.00882947246937941 0.0308934806887642 -2.97288618908351
"Chst4" -1.03172806300762 -2.64912686685324 0.0107601159502491 0.0361667631255582 -2.97335671488575
"Serp1" 0.287017426724874 3.07919301792836 0.00336100209873295 0.0139439545970567 -2.97337015979272
"Tmc4" -0.774710500171748 -2.64002727570987 0.0110163699250529 0.0368658619716056 -2.97574230675291
"RT1-CE14" 0.325706716067355 2.82345068857288 0.0067941274357963 0.0249931861373488 -2.97625319613977
"Eif3a" 0.257033150556102 3.087106569338 0.00328685299769693 0.0136793733438161 -2.97758239578082
"Tmem222" -0.184240702949105 -3.0571685321248 0.00357571053405942 0.0146939067211516 -2.97883048431218
"Zfp112" -0.244673333071114 -2.91119223022489 0.00535700885022522 0.0205392735484386 -2.97892946036079
"Mrpl20" -0.307583749908447 -3.05847821417017 0.0035625917445919 0.0146550818056126 -2.98005878979081
"Fbl" -0.254347220241389 -2.91896591726184 0.0052443676273675 0.0201800738895016 -2.98125373934505
"Strn4" -0.124327521183328 -3.08753516644056 0.0032828812227671 0.0136690175171761 -2.98296605400789
"Trim11" -0.180319277910765 -2.99956048692798 0.00419960357729918 0.0167868509451541 -2.98474354390262
"Mir374" -0.891812112603787 -2.63074356124741 0.0112835531439898 0.037601640266355 -2.98691572396898
"Avp" -0.786314034704501 -2.66808613377058 0.0102436503984266 0.0347748412441483 -2.98747410335103
"Hnrnpf" 0.200970854278903 3.07630332970833 0.00338846700321167 0.0140291494877592 -2.98880288061512
"Kras" -0.221201128454765 -3.00727207271075 0.00411055637743525 0.0165001268053581 -2.9888734206262
"LOC500035" 0.448513334708022 2.64632358158217 0.0108384717168651 0.0363612510181973 -2.98932693156533
"Rnf151" -0.683740634076875 -2.63363032321277 0.0111998445613241 0.03737785816002 -2.98958619005311
"Nbn" 0.234087952595917 3.04685251919748 0.00368063691315444 0.0150707925297854 -2.99025619188179
"Wrap73" -0.207519714654008 -3.00916880517771 0.00408892642889137 0.0164339292456936 -2.99075133682338
"Cwc27" -0.195056985646863 -2.93395658947897 0.00503334853115031 0.0194949169764587 -2.99312046339001
"Slc19a3" 0.411646435913599 2.74144480254272 0.00845230988009625 0.0298221247183511 -2.99483739899794
"Lyst" 0.341908395657078 3.0726380363559 0.00342360638242071 0.01414895712238 -2.99530687626693
"Gbp2" 0.568113780945382 2.74856414641068 0.00829478074717958 0.0294419546014027 -2.99691127204421
"Cep70" -0.299946048692122 -2.95268094692805 0.0047808752854299 0.0186893016971922 -2.99712664713564
"Slc7a1" 0.282885874884492 3.07127778713545 0.00343673386778933 0.0141885220100124 -2.99779475781896
"Trim35" 0.102422899323765 3.0805355100794 0.0033483135910491 0.0139025532333497 -2.99948681369733
"Cox6b2" -0.726268967261166 -2.72193889285598 0.00889813821185821 0.0310928597604297 -3.00050959330233
"Armc6" -0.256555490843104 -2.96194054989313 0.00466043032893278 0.018285604895019 -3.00346569289255
"Epgn" -0.635569354699098 -2.71384937404317 0.00908930047657983 0.0316293395751805 -3.00347549097602
"Ctnnd1" 0.260388197285977 3.0709136984246 0.00344025560986308 0.0141957214041095 -3.00535516722169
"Hdx" -0.238376344832031 -2.86654766830922 0.00604866640463813 0.0227006236934586 -3.0086010563208
"Tpsb2" 1.62980936924911 2.63638000279428 0.0111206395879354 0.0371751085576179 -3.01070354387695
"RGD1304587" -0.223019821260918 -2.91748903406036 0.00526559675066646 0.0202471260561986 -3.01240331279937
"Chst11" -0.23705983284248 -2.96770127573263 0.0045869312698399 0.018054894120797 -3.01422007813265
